,Map,Pokemon,DexID,Morning,Day,Night,MinLvl,MaxLvl,Item,Member,Tier,Type,Path
5829,Whirl Islands B2F,Tentacool,72,1,1,1,23,27,,0,Common,Surf/Fish,sprites/tentacool.png
5830,Whoville,Tentacool,72,1,1,1,25,31,Poison Barb,0,Common,Surf/Fish,sprites/tentacool.png
5831,Abandoned Ship B1F Room 3,Tentacruel,73,1,1,1,30,35,,0,Common,Surf/Fish,sprites/tentacruel.png
5832,Bond Bridge,Tentacruel,73,1,1,1,29,37,,0,Common,Surf/Fish,sprites/tentacruel.png
5833,Buring Strait Underwater,Tentacruel,73,1,1,1,25,31,,0,Uncommon,Surf/Fish,sprites/tentacruel.png
5834,Burring Strait Under water,Tentacruel,73,1,1,1,25,31,,0,Common,Surf/Fish,sprites/tentacruel.png
5835,Cherrygrove City,Tentacruel,73,1,1,1,10,14,,0,Common,Surf/Fish,sprites/tentacruel.png
5836,Cianwood City,Tentacruel,73,1,1,1,30,35,Poison Barb,0,Common,Surf/Fish,sprites/tentacruel.png
5837,Crumpit Valley,Tentacruel,73,1,1,1,25,31,Poison Barb,0,Common,Surf/Fish,sprites/tentacruel.png
5838,Dragons Shrine,Tentacruel,73,1,1,1,60,64,,0,Common,Surf/Fish,sprites/tentacruel.png
5839,Eindoak Waterway,Tentacruel,73,1,1,1,25,31,,0,Common,Surf/Fish,sprites/tentacruel.png
5840,Ever Grande City,Tentacruel,73,1,1,1,29,34,,0,Common,Surf/Fish,sprites/tentacruel.png
5841,Evergreen Waterway,Tentacruel,73,1,1,1,25,31,,0,Common,Surf/Fish,sprites/tentacruel.png
5842,Fire Island,Tentacruel,73,1,1,1,15,19,,0,Common,Fish,sprites/tentacruel.png
5843,Fire Island Seaway,Tentacruel,73,1,1,1,15,19,,0,Common,Fish,sprites/tentacruel.png
5844,Five Island,Tentacruel,73,1,1,1,33,37,,0,Common,Surf/Fish,sprites/tentacruel.png
5845,Five Isle Meadow,Tentacruel,73,0,1,0,33,37,,0,Common,Surf/Fish,sprites/tentacruel.png
5846,Four Island,Tentacruel,73,1,1,1,5,35,,0,Uncommon,Surf/Fish,sprites/tentacruel.png
5847,Fuego Ironworks,Tentacruel,73,1,1,1,20,32,,0,Uncommon,Surf/Fish,sprites/tentacruel.png
5848,Galeras Island South,Tentacruel,73,1,1,1,25,31,,0,Common,Surf/Fish,sprites/tentacruel.png
5849,Green Path,Tentacruel,73,1,1,1,35,50,,0,Common,Surf/Fish,sprites/tentacruel.png
5850,High Tide Entrance Room,Tentacruel,73,1,1,1,30,38,,0,Common,Surf/Fish,sprites/tentacruel.png
5851,Ice Island,Tentacruel,73,1,1,1,15,19,,0,Common,Fish,sprites/tentacruel.png
5852,Ice Island Frozen,Tentacruel,73,1,1,1,15,19,,0,Common,Fish,sprites/tentacruel.png
5853,Ice Island Seaway,Tentacruel,73,1,1,1,15,19,,0,Common,Fish,sprites/tentacruel.png
5854,Ice Island Seaway Frozen,Tentacruel,73,1,1,1,15,19,,0,Common,Fish,sprites/tentacruel.png
5855,Iron Island,Tentacruel,73,1,1,1,32,36,Poison Barb,0,Common,Surf/Fish,sprites/tentacruel.png
5856,Kindle Road,Tentacruel,73,1,1,1,30,34,,0,Uncommon,Surf/Fish,sprites/tentacruel.png
5857,Lightning Island,Tentacruel,73,1,1,1,15,19,,0,Common,Fish,sprites/tentacruel.png
5858,Lightning Island Frozen,Tentacruel,73,1,1,1,15,19,,0,Common,Fish,sprites/tentacruel.png
5859,Lightning Island Seaway,Tentacruel,73,1,1,1,15,19,,0,Common,Fish,sprites/tentacruel.png
5860,Lilycove City,Tentacruel,73,1,1,1,25,35,,0,Common,Surf/Fish,sprites/tentacruel.png
5861,Lost Cave,Tentacruel,73,1,1,1,15,21,,0,Uncommon,Surf/Fish,sprites/tentacruel.png
5862,Memorial Pillar,Tentacruel,73,1,1,1,31,35,,0,Common,Surf/Fish,sprites/tentacruel.png
5863,Mossdeep City,Tentacruel,73,1,1,1,28,36,,0,Common,Surf/Fish,sprites/tentacruel.png
5864,Olivine City,Tentacruel,73,1,1,1,23,25,Poison Barb,0,Common,Surf/Fish,sprites/tentacruel.png
5865,One Island,Tentacruel,73,0,1,0,34,38,,0,Uncommon,Surf/Fish,sprites/tentacruel.png
5866,Outcast Island,Tentacruel,73,1,1,1,35,40,,0,Common,Surf/Fish,sprites/tentacruel.png
5867,Route 106,Tentacruel,73,1,1,1,25,31,,0,Uncommon,Fish,sprites/tentacruel.png
5868,Route 107,Tentacruel,73,1,1,1,20,35,,0,Common,Fish,sprites/tentacruel.png
5869,Route 108,Tentacruel,73,1,1,1,20,35,,0,Uncommon,Fish,sprites/tentacruel.png
5870,Route 109,Tentacruel,73,1,1,1,32,35,,0,Common,Fish,sprites/tentacruel.png
5871,Route 12,Tentacruel,73,1,1,1,32,34,Poison Barb,0,Common,Surf/Fish,sprites/tentacruel.png
5872,Route 124,Tentacruel,73,1,1,1,25,35,,0,Common,Fish,sprites/tentacruel.png
5873,Route 125,Tentacruel,73,1,1,1,25,35,,0,Common,Fish,sprites/tentacruel.png
5874,Route 126,Tentacruel,73,1,1,1,32,33,,0,Uncommon,Fish,sprites/tentacruel.png
5875,Route 127,Tentacruel,73,1,1,1,33,36,,0,Uncommon,Fish,sprites/tentacruel.png
5876,Route 128,Tentacruel,73,1,1,1,33,36,,0,Uncommon,Fish,sprites/tentacruel.png
5877,Route 129,Tentacruel,73,1,1,1,33,36,,0,Common,Fish,sprites/tentacruel.png
5878,Route 13,Tentacruel,73,0,0,1,33,35,Poison Barb,0,Common,Surf/Fish,sprites/tentacruel.png
5879,Route 130,Tentacruel,73,1,1,1,33,36,,0,Common,Fish,sprites/tentacruel.png
5880,Route 135,Tentacruel,73,1,1,1,42,45,,0,Uncommon,Fish,sprites/tentacruel.png
5881,Route 19,Tentacruel,73,1,1,1,40,42,,0,Common,Surf/Fish,sprites/tentacruel.png
5882,Route 20,Tentacruel,73,1,1,1,40,44,Poison Barb,0,Common,Surf/Fish,sprites/tentacruel.png
5883,Route 204,Tentacruel,73,1,1,1,3,13,,0,Common,Surf/Fish,sprites/tentacruel.png
5884,Route 21,Tentacruel,73,1,1,1,40,44,,0,Common,Surf/Fish,sprites/tentacruel.png
5885,Route 212 South,Tentacruel,73,0,0,1,24,28,Poison Barb,0,Common,Surf/Fish,sprites/tentacruel.png
5886,Route 213,Tentacruel,73,1,1,1,24,28,,0,Common,Surf/Fish,sprites/tentacruel.png
5887,Route 218,Tentacruel,73,1,1,1,28,31,Poison Barb,0,Common,Surf/Fish,sprites/tentacruel.png
5888,Route 219,Tentacruel,73,1,1,1,22,34,,0,Common,Surf/Fish,sprites/tentacruel.png
5889,Route 220,Tentacruel,73,1,1,1,20,32,,0,Common,Surf/Fish,sprites/tentacruel.png
5890,Route 221,Tentacruel,73,1,1,1,28,32,,0,Common,Surf/Fish,sprites/tentacruel.png
5891,Route 222,Tentacruel,73,1,1,1,35,40,,0,Common,Surf/Fish,sprites/tentacruel.png
5892,Route 223,Tentacruel,73,1,1,1,40,44,Poison Barb,0,Common,Surf/Fish,sprites/tentacruel.png
5893,Route 224,Tentacruel,73,1,1,1,52,56,,0,Common,Surf/Fish,sprites/tentacruel.png
5894,Route 230,Tentacruel,73,1,1,1,40,45,Poison Barb,0,Common,Surf/Fish,sprites/tentacruel.png
5895,Route 24,Tentacruel,73,0,0,1,10,14,,0,Uncommon,Surf/Fish,sprites/tentacruel.png
5896,Route 26,Tentacruel,73,1,1,0,45,47,,0,Common,Surf/Fish,sprites/tentacruel.png
5897,Route 27,Tentacruel,73,1,1,1,44,48,Poison Barb,0,Common,Surf/Fish,sprites/tentacruel.png
5898,Route 32,Tentacruel,73,1,1,1,7,9,,0,Common,Surf/Fish,sprites/tentacruel.png
5899,Route 34,Tentacruel,73,1,1,1,17,21,,0,Uncommon,Surf/Fish,sprites/tentacruel.png
5900,Route 40,Tentacruel,73,1,1,1,15,21,Poison Barb,0,Common,Surf/Fish,sprites/tentacruel.png
5901,Route 41,Tentacruel,73,1,1,1,30,35,,0,Common,Surf/Fish,sprites/tentacruel.png
5902,Sea Mauville,Tentacruel,73,1,1,1,30,35,,0,Common,Surf/Fish,sprites/tentacruel.png
5903,Seaway Vein,Tentacruel,73,1,1,1,15,19,,0,Common,Fish,sprites/tentacruel.png
5904,Seaway Vein Extension,Tentacruel,73,1,1,1,15,19,,0,Common,Fish,sprites/tentacruel.png
5905,Seaway Vein Frozen,Tentacruel,73,1,1,1,15,19,,0,Common,Fish,sprites/tentacruel.png
5906,Shamouti Island,Tentacruel,73,1,1,1,15,19,,0,Common,Surf/Fish,sprites/tentacruel.png
5907,Shamouti Island Frozen,Tentacruel,73,1,1,1,15,19,,0,Common,Surf/Fish,sprites/tentacruel.png
5908,Shamouti Seaway,Tentacruel,73,1,1,1,15,19,,0,Common,Fish,sprites/tentacruel.png
5909,Shamouti Seaway Frozen,Tentacruel,73,1,1,1,15,19,,0,Common,Fish,sprites/tentacruel.png
5910,Tanoby Ruins,Tentacruel,73,1,1,1,10,40,,0,Uncommon,Surf/Fish,sprites/tentacruel.png
5911,Trainer Tower,Tentacruel,73,1,1,1,12,42,,0,Common,Surf/Fish,sprites/tentacruel.png
5912,Treasure Beach,Tentacruel,73,1,1,1,34,38,,0,Common,Surf/Fish,sprites/tentacruel.png
5913,Valley Windworks,Tentacruel,73,1,1,1,20,35,,0,Uncommon,Surf/Fish,sprites/tentacruel.png
5914,Vermilion City,Tentacruel,73,1,1,1,13,18,,0,Common,Surf/Fish,sprites/tentacruel.png
5915,Victory Road Hoenn B2F,Tentacruel,73,1,1,1,42,48,,0,Common,Surf/Fish,sprites/tentacruel.png
5916,Water Labyrinth,Tentacruel,73,1,1,1,29,39,,1,Common,Surf/Fish,sprites/tentacruel.png
5917,Water Path,Tentacruel,73,1,1,1,40,44,,1,Common,Surf/Fish,sprites/tentacruel.png
5918,Whirl Islands 1F,Tentacruel,73,1,1,1,22,24,,0,Common,Surf/Fish,sprites/tentacruel.png
5919,Whirl Islands 1F Northeast,Tentacruel,73,1,1,1,23,27,,0,Common,Surf/Fish,sprites/tentacruel.png
5920,Whirl Islands 1F Southeast,Tentacruel,73,1,1,1,23,27,,0,Common,Surf/Fish,sprites/tentacruel.png
5921,Whirl Islands 1F Southwest,Tentacruel,73,1,1,1,23,27,,0,Common,Surf/Fish,sprites/tentacruel.png
5922,Whirl Islands B2F,Tentacruel,73,1,1,1,23,27,,0,Common,Surf/Fish,sprites/tentacruel.png
5923,Alto Mare,Clauncher,692,1,1,1,36,40,,0,Rare,Surf/Fish,sprites/clauncher.png
5924,Crystal Cavern,Clauncher,692,1,1,1,25,31,,1,Rare,Surf/Fish,sprites/clauncher.png
5925,Dragonspiral Tower Exterior,Clauncher,692,1,1,1,21,25,,0,Rare,Surf/Fish,sprites/clauncher.png
5926,Nap Shore,Clauncher,692,1,1,1,42,45,,0,Rare,Surf/Fish,sprites/clauncher.png
5927,Route 106,Clauncher,692,1,1,1,25,31,TM12 - Water Gun,1,Rare,Fish,sprites/clauncher.png
5928,Route 109,Clauncher,692,1,1,1,32,35,,1,Rare,Fish,sprites/clauncher.png
5929,Route 21,Clauncher,692,1,1,1,40,44,,1,Rare,Surf/Fish,sprites/clauncher.png
5930,Route 230,Clauncher,692,1,1,1,40,45,,0,Rare,Surf/Fish,sprites/clauncher.png
5931,Sinnoh Safari Area Zone 4,Clauncher,692,1,1,1,24,28,Prism Scale,1,Rare,Surf/Fish,sprites/clauncher.png
5932,Vulcan Cove,Clauncher,692,1,1,1,34,38,Mystic Water,0,Rare,Surf/Fish,sprites/clauncher.png
5933,Alto Mare Chained ,Wartortle,8,1,1,1,36,40,,0,Rare,Surf/Fish,sprites/wartortle.png
5934,Alto Mare East Avenue ,Goldeen,118,1,1,1,5,5,,0,Common,Surf/Fish,sprites/goldeen.png
5935,Alto Mare West Avenue,Goldeen,118,1,1,1,5,5,,0,Common,Surf/Fish,sprites/goldeen.png
5936,Battle Tower,Goldeen,118,1,1,1,40,45,,0,Common,Surf/Fish,sprites/goldeen.png
5937,Cape Brink,Goldeen,118,1,1,1,30,37,,0,Common,Surf/Fish,sprites/goldeen.png
5938,Cave Of Justice,Goldeen,118,1,1,1,26,30,,0,Common,Surf/Fish,sprites/goldeen.png
5939,Celadon City,Goldeen,118,1,1,1,10,15,,0,Common,Fish,sprites/goldeen.png
5940,Cerulean Cave 1F,Goldeen,118,1,1,1,60,64,,0,Common,Fish,sprites/goldeen.png
5941,Cerulean Cave B1F,Goldeen,118,1,1,1,55,61,,0,Common,Fish,sprites/goldeen.png
5942,Cerulean City,Goldeen,118,1,1,1,11,15,,0,Common,Surf/Fish,sprites/goldeen.png
5943,Cinnabar Island,Goldeen,118,1,1,1,37,39,,0,Common,Surf/Fish,sprites/goldeen.png
5944,Corsica Island,Goldeen,118,1,1,1,15,19,,0,Common,Surf/Fish,sprites/goldeen.png
5945,Crater Town,Goldeen,118,1,1,1,26,30,,0,Common,Surf/Fish,sprites/goldeen.png
5946,Crystal Cavern,Goldeen,118,1,1,1,25,31,,0,Common,Surf/Fish,sprites/goldeen.png
5947,Dark Cave East,Goldeen,118,1,1,1,15,20,Mystic Water,0,Common,Surf/Fish,sprites/goldeen.png
5948,Dark Cave North,Goldeen,118,1,1,1,44,47,,0,Common,Surf/Fish,sprites/goldeen.png
5949,Dark Cave West,Goldeen,118,1,1,1,15,20,,0,Common,Surf/Fish,sprites/goldeen.png
5950,Diamond Domain 1F,Goldeen,118,1,1,1,22,26,,0,Common,Surf/Fish,sprites/goldeen.png
5951,Diamond Domain B1F,Goldeen,118,1,1,1,22,26,,0,Common,Surf/Fish,sprites/goldeen.png
5952,Diamond Domain B1F,Goldeen,118,1,1,1,22,26,,0,Common,Surf/Fish,sprites/goldeen.png
5953,Diamond Domain Main Cave,Goldeen,118,1,1,1,22,26,,0,Common,Surf/Fish,sprites/goldeen.png
5954,Dock Island,Goldeen,118,1,1,1,10,14,,0,Common,Surf/Fish,sprites/goldeen.png
5955,Fire Island,Goldeen,118,1,1,1,15,19,,0,Common,Fish,sprites/goldeen.png
5956,Fire Island Seaway,Goldeen,118,1,1,1,15,19,,0,Common,Fish,sprites/goldeen.png
5957,Four Island,Goldeen,118,1,1,1,5,35,,0,Common,Surf/Fish,sprites/goldeen.png
5958,Fuchsia City,Goldeen,118,1,1,1,10,15,,0,Common,Fish,sprites/goldeen.png
5959,Hoenn Safari Zone Area 2,Goldeen,118,1,1,1,28,32,,0,Common,Surf/Fish,sprites/goldeen.png
5960,Ice Island,Goldeen,118,1,1,1,15,19,,0,Common,Fish,sprites/goldeen.png
5961,Ice Island Frozen,Goldeen,118,1,1,1,15,19,,0,Common,Fish,sprites/goldeen.png
5962,Ice Island Seaway,Goldeen,118,1,1,1,15,19,,0,Common,Fish,sprites/goldeen.png
5963,Ice Island Seaway Frozen,Goldeen,118,1,1,1,15,19,,0,Common,Fish,sprites/goldeen.png
5964,Icefall Cave 1F,Goldeen,118,1,1,1,30,34,,0,Common,Surf/Fish,sprites/goldeen.png
5965,Icefall Cave Entrance,Goldeen,118,1,1,1,5,20,,0,Common,Surf/Fish,sprites/goldeen.png
5966,Jura Cave,Goldeen,118,1,1,1,20,24,,1,Common,Surf/Fish,sprites/goldeen.png
5967,Lake Valor,Goldeen,118,1,1,1,35,39,,0,Common,Surf/Fish,sprites/goldeen.png
5968,Lake Verity,Goldeen,118,1,1,1,20,30,,0,Common,Surf/Fish,sprites/goldeen.png
5969,Lightning Island,Goldeen,118,1,1,1,15,19,,0,Common,Fish,sprites/goldeen.png
5970,Lightning Island Frozen,Goldeen,118,1,1,1,15,19,,0,Common,Fish,sprites/goldeen.png
5971,Lightning Island Seaway,Goldeen,118,1,1,1,15,19,,0,Common,Fish,sprites/goldeen.png
5972,Meteor Falls 1F 1R,Goldeen,118,1,1,1,19,25,,0,Common,Surf/Fish,sprites/goldeen.png
5973,Meteor Falls 1F 2R,Goldeen,118,1,1,1,14,20,,0,Common,Surf/Fish,sprites/goldeen.png
5974,Meteor Falls B1F 1R,Goldeen,118,1,1,1,14,20,,0,Common,Fish,sprites/goldeen.png
5975,Meteor Falls B1F 2R,Goldeen,118,1,1,1,14,20,,0,Common,Surf/Fish,sprites/goldeen.png
5976,Mt. Coronet 4F,Goldeen,118,1,1,1,15,20,,0,Common,Fish,sprites/goldeen.png
5977,Mt. Mortar 1F,Goldeen,118,1,1,1,13,17,,0,Common,Surf/Fish,sprites/goldeen.png
5978,Mt. Mortar B1F,Goldeen,118,1,1,1,33,37,,0,Common,Surf/Fish,sprites/goldeen.png
5979,Mt. Mortar Upper Cave,Goldeen,118,1,1,1,33,37,,0,Common,Surf/Fish,sprites/goldeen.png
5980,One Island,Goldeen,118,1,1,1,34,38,,0,Common,Fish,sprites/goldeen.png
5981,Petalburg City,Goldeen,118,1,1,1,5,7,,0,Common,Fish,sprites/goldeen.png
5982,Route 10,Goldeen,118,1,1,0,22,25,,0,Common,Surf/Fish,sprites/goldeen.png
5983,Route 102,Goldeen,118,1,1,1,2,4,,0,Common,Surf/Fish,sprites/goldeen.png
5984,Route 11,Goldeen,118,1,1,1,25,26,,0,Common,Surf/Fish,sprites/goldeen.png
5985,Route 111 South,Goldeen,118,1,1,1,19,23,,0,Common,Surf/Fish,sprites/goldeen.png
5986,Route 114,Goldeen,118,1,0,0,20,24,,0,Common,Surf/Fish,sprites/goldeen.png
5987,Route 117,Goldeen,118,1,1,1,20,30,,0,Common,Surf/Fish,sprites/goldeen.png
5988,Route 12,Goldeen,118,1,1,0,32,34,,0,Common,Surf/Fish,sprites/goldeen.png
5989,Route 123,Goldeen,118,1,1,1,29,33,,0,Common,Surf/Fish,sprites/goldeen.png
5990,Route 14,Goldeen,118,1,1,1,34,36,,0,Common,Surf/Fish,sprites/goldeen.png
5991,Route 19,Goldeen,118,1,1,1,40,42,,0,Common,Surf/Fish,sprites/goldeen.png
5992,Route 203,Goldeen,118,1,1,1,20,35,,0,Common,Surf/Fish,sprites/goldeen.png
5993,Route 212 North,Goldeen,118,1,1,1,22,26,,0,Common,Surf/Fish,sprites/goldeen.png
5994,Route 214,Goldeen,118,1,1,1,23,27,,0,Common,Surf/Fish,sprites/goldeen.png
5995,Route 35,Goldeen,118,1,1,1,14,18,,0,Common,Surf/Fish,sprites/goldeen.png
5996,Route 42,Goldeen,118,1,1,1,34,38,,0,Common,Surf/Fish,sprites/goldeen.png
5997,Route 43,Goldeen,118,1,1,1,36,40,,0,Common,Surf/Fish,sprites/goldeen.png
5998,Route 45,Goldeen,118,1,1,1,44,47,,0,Common,Surf/Fish,sprites/goldeen.png
5999,Route 49,Goldeen,118,1,1,1,35,39,,0,Common,Surf/Fish,sprites/goldeen.png
6000,Route 6,Goldeen,118,1,1,1,22,24,,0,Common,Surf/Fish,sprites/goldeen.png
6001,Safari Area 2,Goldeen,118,1,1,1,34,38,,0,Common,Surf/Fish,sprites/goldeen.png
6002,Safari Entrance,Goldeen,118,1,1,1,34,38,,0,Common,Surf/Fish,sprites/goldeen.png
6003,Seaway Vein,Goldeen,118,1,1,1,15,19,,0,Common,Fish,sprites/goldeen.png
6004,Seaway Vein Extension,Goldeen,118,1,1,1,15,19,,0,Common,Fish,sprites/goldeen.png
6005,Seaway Vein Frozen,Goldeen,118,1,1,1,15,19,,0,Common,Fish,sprites/goldeen.png
6006,Sendoff Spring,Goldeen,118,1,1,1,40,44,,0,Common,Surf/Fish,sprites/goldeen.png
6007,Shamouti Island,Goldeen,118,1,1,1,15,19,,0,Common,Surf/Fish,sprites/goldeen.png
6008,Shamouti Island Frozen,Goldeen,118,1,1,1,15,19,,0,Common,Surf/Fish,sprites/goldeen.png
6009,Shamouti Seaway,Goldeen,118,1,1,1,15,19,,0,Common,Fish,sprites/goldeen.png
6010,Shamouti Seaway Frozen,Goldeen,118,1,1,1,15,19,,0,Common,Fish,sprites/goldeen.png
6011,Slowpoke Well,Goldeen,118,1,1,1,9,13,,0,Common,Surf/Fish,sprites/goldeen.png
6012,Slowpoke Well L1,Goldeen,118,1,1,1,8,12,,0,Common,Surf/Fish,sprites/goldeen.png
6013,Tohjo Falls,Goldeen,118,1,1,1,42,46,,0,Common,Surf/Fish,sprites/goldeen.png
6014,Union Cave 1F,Goldeen,118,1,1,1,8,10,,0,Common,Surf/Fish,sprites/goldeen.png
6015,Union Cave B1F,Goldeen,118,1,1,1,8,10,,0,Common,Surf/Fish,sprites/goldeen.png
6016,Union Cave B2F,Goldeen,118,1,1,1,6,10,,0,Common,Fish,sprites/goldeen.png
6017,Victory Road Hoenn B2F,Goldeen,118,1,1,1,42,48,,0,Common,Surf/Fish,sprites/goldeen.png
6018,Water Labyrinth,Goldeen,118,1,1,1,10,20,,0,Common,Surf/Fish,sprites/goldeen.png
6019,Alto Mare National Park,Horsea,116,1,1,1,10,15,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6020,Alto Mare Secret Garden,Horsea,116,1,1,1,10,15,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6021,Bond Bridge,Horsea,116,1,1,1,29,37,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6022,Breezy Falls,Horsea,116,1,1,1,18,23,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6023,Chrono Cross,Horsea,116,1,1,1,5,25,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6024,Cliff Edge Gate,Horsea,116,1,1,1,28,32,Dragon Scale,0,Uncommon,Surf/Fish,sprites/horsea.png
6025,Corsica Island,Horsea,116,1,1,1,15,19,,0,Common,Surf/Fish,sprites/horsea.png
6026,Crater Town,Horsea,116,1,1,1,26,30,,0,Common,Surf/Fish,sprites/horsea.png
6027,Cryofrost Path,Horsea,116,1,1,1,25,31,,0,Common,Surf/Fish,sprites/horsea.png
6028,Digletts Cave B2F,Horsea,116,1,1,1,20,25,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6029,Dragons Den,Horsea,116,1,1,1,50,54,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6030,Eriyadu Town,Horsea,116,1,1,1,35,39,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6031,Fire Island,Horsea,116,1,1,1,15,19,Dragon Scale,0,Uncommon,Fish,sprites/horsea.png
6032,Fire Island Seaway,Horsea,116,1,1,1,15,19,Dragon Scale,0,Uncommon,Fish,sprites/horsea.png
6033,Five Island,Horsea,116,1,1,1,16,20,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6034,Five Isle Meadow,Horsea,116,1,1,1,16,20,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6035,Frozen Cave,Horsea,116,1,1,1,20,25,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6036,Frozen Cave B2F,Horsea,116,1,1,1,25,31,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6037,Fuchsia City,Horsea,116,1,1,0,15,20,Dragon Scale,0,Common,Fish,sprites/horsea.png
6038,Green Path,Horsea,116,1,1,1,12,20,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6039,Ice Island,Horsea,116,1,1,1,15,19,Dragon Scale,0,Uncommon,Fish,sprites/horsea.png
6040,Ice Island Frozen,Horsea,116,1,1,1,15,19,Dragon Scale,0,Uncommon,Fish,sprites/horsea.png
6041,Ice Island Seaway,Horsea,116,1,1,1,15,19,Dragon Scale,0,Uncommon,Fish,sprites/horsea.png
6042,Ice Island Seaway Frozen,Horsea,116,1,1,1,15,19,Dragon Scale,0,Uncommon,Fish,sprites/horsea.png
6043,Icefall Back Cave,Horsea,116,1,1,1,30,34,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6044,Icefall Cave 1F,Horsea,116,1,1,1,30,34,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6045,Jura Cave,Horsea,116,1,1,1,20,24,Dragon Scale,1,Common,Surf/Fish,sprites/horsea.png
6046,Kalijodo Lake,Horsea,116,1,1,1,36,40,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6047,Kindle Road,Horsea,116,1,1,1,12,16,Dragon Scale,0,Common,Fish,sprites/horsea.png
6048,Lake Cave,Horsea,116,1,1,1,26,30,Dragon Scale,0,Uncommon,Surf/Fish,sprites/horsea.png
6049,Lightning Island,Horsea,116,1,1,1,15,19,Dragon Scale,0,Uncommon,Fish,sprites/horsea.png
6050,Lightning Island Frozen,Horsea,116,1,1,1,15,19,Dragon Scale,0,Uncommon,Fish,sprites/horsea.png
6051,Lightning Island Seaway,Horsea,116,1,1,1,15,19,Dragon Scale,0,Uncommon,Fish,sprites/horsea.png
6052,Memorial Pillar,Horsea,116,1,1,1,10,14,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6053,Mt. Silver Exterior,Horsea,116,1,1,1,32,40,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6054,One Island,Horsea,116,1,1,1,34,38,Dragon Scale,0,Common,Fish,sprites/horsea.png
6055,Outcast Island,Horsea,116,1,1,1,5,25,Dragon Scale,0,Common,Fish,sprites/horsea.png
6056,Pacifidlog Town,Horsea,116,1,1,1,30,36,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6057,Resort Gorgeous,Horsea,116,1,1,1,5,25,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6058,Route 10,Horsea,116,1,1,1,22,25,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6059,Route 11,Horsea,116,1,1,1,25,26,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6060,Route 12,Horsea,116,1,1,1,32,34,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6061,Route 122,Horsea,116,1,1,1,20,28,Dragon Scale,0,Common,Fish,sprites/horsea.png
6062,Route 13,Horsea,116,1,1,1,33,35,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6063,Route 130,Horsea,116,1,1,1,28,36,Dragon Scale,0,Common,Fish,sprites/horsea.png
6064,Route 131,Horsea,116,1,1,1,34,36,Dragon Scale,0,Common,Fish,sprites/horsea.png
6065,Route 131 B,Horsea,116,1,1,1,32,34,Dragon Scale,0,Common,Fish,sprites/horsea.png
6066,Route 132,Horsea,116,1,1,1,26,36,Dragon Scale,0,Common,Fish,sprites/horsea.png
6067,Route 133,Horsea,116,1,1,1,30,34,Dragon Scale,0,Common,Fish,sprites/horsea.png
6068,Route 134,Horsea,116,1,1,1,26,36,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6069,Route 17,Horsea,116,1,1,1,43,45,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6070,Route 19,Horsea,116,1,1,1,40,42,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6071,Route 20,Horsea,116,1,1,1,40,44,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6072,Route 226,Horsea,116,1,1,1,40,45,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6073,Route 26,Horsea,116,1,1,1,45,47,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6074,Route 35,Horsea,116,1,1,1,14,18,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6075,Route 42,Horsea,116,1,1,1,34,38,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6076,Safari Area 2,Horsea,116,1,1,1,34,38,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6077,Safari Area 3,Horsea,116,0,0,1,32,34,Dragon Scale,0,Common,Surf/Fish,sprites/horsea.png
6078,Safari Exclusive,Horsea,116,1,1,1,34,38,Dragon Scale,1,Common,Surf/Fish,sprites/horsea.png
