,Map,Pokemon,DexID,MinLvl,MaxLvl,Item,Member,Tier,Type,Path,Time,Level,base_map,Map_x,Region,MaxMinLvl,IsHighestMin,HighestMinCount,IsRepellable,Repel,Tier Count
5774,Resort Gorgeous,Horsea,116,5,25,Dragon Scale,,Common,Surf/Fish,sprites/horsea.png,M/D/Ni,5-25,Resort Gorgeous,Resort Gorgeous,Kanto,15,False,4,False,,4
5775,Resort Gorgeous,Krabby,98,5,25,,,Common,Surf/Fish,sprites/krabby.png,M/D/Ni,5-25,Resort Gorgeous,Resort Gorgeous,Kanto,15,False,4,False,,4
5776,Resort Gorgeous,Magikarp,129,5,25,,,Common,Fish,sprites/magikarp.png,M/D/Ni,5-25,Resort Gorgeous,Resort Gorgeous,Kanto,5,True,3,False,,1
5777,Resort Gorgeous,Remoraid,223,5,25,,,Uncommon,Fish,sprites/remoraid.png,M,5-25,Resort Gorgeous,Resort Gorgeous,Kanto,5,True,3,False,,2
5778,Resort Gorgeous,Seadra,117,15,25,,,Uncommon,Surf/Fish,sprites/seadra.png,M/D/Ni,15-25,Resort Gorgeous,Resort Gorgeous,Kanto,15,True,2,False,,2
5779,Resort Gorgeous,Slowpoke,79,5,25,,,Common,Surf/Fish,sprites/slowpoke.png,M/D/Ni,5-25,Resort Gorgeous,Resort Gorgeous,Kanto,15,False,4,False,,4
5780,Resort Gorgeous,Staryu,120,5,25,Stardust,,Uncommon,Fish,sprites/staryu.png,M/Ni,5-25,Resort Gorgeous,Resort Gorgeous,Kanto,5,True,3,False,,2
5781,Road of Night,Chimecho,358,18,18,Colbur Berry,,Uncommon,Surf/Fish,sprites/chimecho.png,M/D/Ni,18-18,Road of Night,,,30,False,7,False,,2
5782,Road of Night,Gastly,92,7,11,,,Common,Surf/Fish,sprites/gastly.png,M/D/Ni,7-11,Road of Night,,,30,False,7,False,,4
5783,Road of Night,Gyarados,130,30,30,King's Rock,,Common,Surf/Fish,sprites/gyarados.png,M/D/Ni,30-30,Road of Night,,,30,True,1,False,,4
5784,Road of Night,Magikarp,129,25,30,,,Common,Surf/Fish,sprites/magikarp.png,M/D/Ni,25-30,Road of Night,,,30,False,7,False,,4
5785,Road of Night,Marill,183,25,30,,,Uncommon,Surf/Fish,sprites/marill.png,M/D/Ni,25-30,Road of Night,,,30,False,7,False,,2
5786,Road of Night,Mudkip,258,25,30,,,Rare,Surf/Fish,sprites/mudkip.png,M/D/Ni,25-30,Road of Night,,,30,False,7,False,,2
5787,Road of Night,Oshawott,501,25,30,,Required,Rare,Surf/Fish,sprites/oshawott.png,M/D/Ni,25-30,Road of Night,,,30,False,7,False,,2
5788,Road of Night,Tentacool,72,25,30,Poison Barb,,Common,Surf/Fish,sprites/tentacool.png,M/D/Ni,25-30,Road of Night,,,30,False,7,False,,4
5789,Route 10,Buizel,418,22,25,Wacan Berry,,Uncommon,Surf/Fish,sprites/buizel.png,M/D/Ni,22-25,Route 10,Route 10,Kanto,22,True,9,False,,1
5790,Route 10,Goldeen,118,22,25,,,Common,Surf/Fish,sprites/goldeen.png,M/D,22-25,Route 10,Route 10,Kanto,22,True,9,False,,8
5791,Route 10,Horsea,116,22,25,Dragon Scale,,Common,Surf/Fish,sprites/horsea.png,M/D/Ni,22-25,Route 10,Route 10,Kanto,22,True,9,False,,8
5792,Route 10,Magikarp,129,22,25,,,Common,Surf/Fish,sprites/magikarp.png,M/D/Ni,22-25,Route 10,Route 10,Kanto,22,True,9,False,,8
5793,Route 10,Poliwag,60,22,25,,,Common,Surf/Fish,sprites/poliwag.png,Ni,22-25,Route 10,Route 10,Kanto,22,True,9,False,,8
5794,Route 10,Poliwhirl,61,22,25,,,Common,Surf/Fish,sprites/poliwhirl.png,Ni,22-25,Route 10,Route 10,Kanto,22,True,9,False,,8
5795,Route 10,Psyduck,54,22,25,,,Common,Surf/Fish,sprites/psyduck.png,Ni,22-25,Route 10,Route 10,Kanto,22,True,9,False,,8
5796,Route 10,Seaking,119,22,25,,,Common,Surf/Fish,sprites/seaking.png,M/D,22-25,Route 10,Route 10,Kanto,22,True,9,False,,8
5797,Route 10,Slowpoke,79,22,25,,,Common,Surf/Fish,sprites/slowpoke.png,M/D,22-25,Route 10,Route 10,Kanto,22,True,9,False,,8
5798,Route 102,Corphish,341,2,4,,Required,Rare,Fish,sprites/corphish.png,M/D/Ni,2-4,Route 102,Route 102,Hoenn,2,True,2,False,,1
5799,Route 102,Goldeen,118,2,4,,,Common,Surf/Fish,sprites/goldeen.png,M/D/Ni,2-4,Route 102,Route 102,Hoenn,2,True,3,False,,1
5800,Route 102,Magikarp,129,2,4,,,Common,Fish,sprites/magikarp.png,M/D/Ni,2-4,Route 102,Route 102,Hoenn,2,True,2,False,,1
5801,Route 102,Marill,183,2,4,,,Uncommon,Surf/Fish,sprites/marill.png,M/D/Ni,2-4,Route 102,Route 102,Hoenn,2,True,3,False,,2
5802,Route 102,Surskit,283,2,4,,,Uncommon,Surf/Fish,sprites/surskit.png,M/D/Ni,2-4,Route 102,Route 102,Hoenn,2,True,3,False,,2
5803,Route 103,Carvanha,318,2,4,,,Uncommon,Surf/Fish,sprites/carvanha.png,Ni,2-4,Route 103,Route 103,Hoenn,5,False,4,False,,1
5804,Route 103,Magikarp,129,2,4,,,Common,Fish,sprites/magikarp.png,M/D/Ni,2-4,Route 103,Route 103,Hoenn,2,True,2,False,,1
5805,Route 103,Pelipper,279,2,4,,,Rare,Surf/Fish,sprites/pelipper.png,M/D/Ni,2-4,Route 103,Route 103,Hoenn,5,False,4,False,,2
5806,Route 103,Shellos,422,5,7,,Required,Rare,Surf/Fish,sprites/shellos.png,M/D/Ni,5-7,Route 103,Route 103,Hoenn,5,True,1,True,5-7,2
5807,Route 103,Tentacool,72,2,4,,,Common,Surf/Fish,sprites/tentacool.png,M/D/Ni,2-4,Route 103,Route 103,Hoenn,5,False,4,False,,2
5808,Route 103,Wailmer,320,2,4,,,Uncommon,Fish,sprites/wailmer.png,D,2-4,Route 103,Route 103,Hoenn,2,True,2,False,,1
5809,Route 103,Wingull,278,2,4,,,Common,Surf/Fish,sprites/wingull.png,M/D/Ni,2-4,Route 103,Route 103,Hoenn,5,False,4,False,,2
5810,Route 104,Magikarp,129,4,6,,,Common,Fish,sprites/magikarp.png,M/D/Ni,4-6,Route 104,Route 104,Hoenn,4,True,1,False,,1
5811,Route 104,Pelipper,279,4,6,,,Uncommon,Surf/Fish,sprites/pelipper.png,M/D/Ni,4-6,Route 104,Route 104,Hoenn,4,True,2,False,,1
5812,Route 104,Wingull,278,4,6,,,Common,Surf/Fish,sprites/wingull.png,M/D/Ni,4-6,Route 104,Route 104,Hoenn,4,True,2,False,,1
5813,Route 105,Frillish,592,20,20,TM14 - Blizzard,Required,Rare,Fish,sprites/frillish.png,M/D/Ni,20-20,Route 105,Route 105,Hoenn,20,True,7,False,,1
5814,Route 105,Krabby,98,20,25,,,Common,Fish,sprites/krabby.png,M/D/Ni,20-25,Route 105,Route 105,Hoenn,20,True,7,False,,3
5815,Route 105,Magikarp,129,20,25,,,Common,Fish,sprites/magikarp.png,M/D/Ni,20-25,Route 105,Route 105,Hoenn,20,True,7,False,,3
5816,Route 105,Pelipper,279,20,25,Ice Heal,,Uncommon,Fish,sprites/pelipper.png,M/D/Ni,20-25,Route 105,Route 105,Hoenn,20,True,7,False,,3
5817,Route 105,Spheal,363,20,25,TM13 - Ice Beam,,Uncommon,Fish,sprites/spheal.png,M/D/Ni,20-25,Route 105,Route 105,Hoenn,20,True,7,False,,3
5818,Route 105,Tentacool,72,20,25,,,Common,Fish,sprites/tentacool.png,M/D/Ni,20-25,Route 105,Route 105,Hoenn,20,True,7,False,,3
5819,Route 105,Wailmer,320,20,25,TM57 - Hail,,Uncommon,Fish,sprites/wailmer.png,M/D/Ni,20-25,Route 105,Route 105,Hoenn,20,True,7,False,,3
5820,Route 106,Clauncher,692,25,31,TM12 - Water Gun,Required,Rare,Fish,sprites/clauncher.png,M/D/Ni,25-31,Route 106,Route 106,Hoenn,25,True,7,False,,1
5821,Route 106,Krabby,98,25,31,,,Common,Fish,sprites/krabby.png,M/D/Ni,25-31,Route 106,Route 106,Hoenn,25,True,7,False,,3
5822,Route 106,Magikarp,129,25,31,,,Common,Fish,sprites/magikarp.png,M/D/Ni,25-31,Route 106,Route 106,Hoenn,25,True,7,False,,3
5823,Route 106,Spheal,363,25,31,,,Uncommon,Fish,sprites/spheal.png,M/D/Ni,25-31,Route 106,Route 106,Hoenn,25,True,7,False,,3
5824,Route 106,Tentacool,72,25,31,,,Common,Fish,sprites/tentacool.png,M/D/Ni,25-31,Route 106,Route 106,Hoenn,25,True,7,False,,3
5825,Route 106,Tentacruel,73,25,31,,,Uncommon,Fish,sprites/tentacruel.png,M/D/Ni,25-31,Route 106,Route 106,Hoenn,25,True,7,False,,3
5826,Route 106,Wailmer,320,25,31,,,Uncommon,Fish,sprites/wailmer.png,M/D/Ni,25-31,Route 106,Route 106,Hoenn,25,True,7,False,,3
5827,Route 107,Chinchou,170,20,35,Deep Sea Scale,,Common,Fish,sprites/chinchou.png,M/D/Ni,20-35,Route 107,Route 107,Hoenn,20,True,8,False,,4
5828,Route 107,Lanturn,171,20,35,,,Uncommon,Fish,sprites/lanturn.png,M/D/Ni,20-35,Route 107,Route 107,Hoenn,20,True,8,False,,3
5829,Route 107,Magikarp,129,20,35,,,Common,Fish,sprites/magikarp.png,M/D/Ni,20-35,Route 107,Route 107,Hoenn,20,True,8,False,,4
5830,Route 107,Skrelp,690,20,35,TM68 - Rain Dance,Required,Rare,Fish,sprites/skrelp.png,M/D/Ni,20-35,Route 107,Route 107,Hoenn,20,True,8,False,,1
5831,Route 107,Spheal,363,20,35,,,Uncommon,Fish,sprites/spheal.png,M/D/Ni,20-35,Route 107,Route 107,Hoenn,20,True,8,False,,3
5832,Route 107,Tentacool,72,20,35,,,Common,Fish,sprites/tentacool.png,M/D/Ni,20-35,Route 107,Route 107,Hoenn,20,True,8,False,,4
5833,Route 107,Tentacruel,73,20,35,,,Common,Fish,sprites/tentacruel.png,M/D/Ni,20-35,Route 107,Route 107,Hoenn,20,True,8,False,,4
5834,Route 107,Wailmer,320,20,35,,,Uncommon,Fish,sprites/wailmer.png,M/D/Ni,20-35,Route 107,Route 107,Hoenn,20,True,8,False,,3
5835,Route 108,Chinchou,170,20,35,Deep Sea Scale,,Common,Fish,sprites/chinchou.png,M/D/Ni,20-35,Route 108,Route 108,Hoenn,20,True,9,False,,4
5836,Route 108,Clamperl,366,20,35,Deep Sea Tooth,,Rare,Fish,sprites/clamperl.png,M/D/Ni,20-35,Route 108,Route 108,Hoenn,20,True,9,False,,2
5837,Route 108,Frillish,592,20,35,,Required,Rare,Fish,sprites/frillish.png,M/D,20-35,Route 108,Route 108,Hoenn,20,True,9,False,,2
5838,Route 108,Krabby,98,20,35,,,Common,Fish,sprites/krabby.png,M/D/Ni,20-35,Route 108,Route 108,Hoenn,20,True,9,False,,4
5839,Route 108,Lanturn,171,20,35,,,Uncommon,Fish,sprites/lanturn.png,M/D/Ni,20-35,Route 108,Route 108,Hoenn,20,True,9,False,,3
5840,Route 108,Magikarp,129,20,35,,,Common,Fish,sprites/magikarp.png,M/D/Ni,20-35,Route 108,Route 108,Hoenn,20,True,9,False,,4
5841,Route 108,Tentacool,72,20,35,,,Common,Fish,sprites/tentacool.png,M/D/Ni,20-35,Route 108,Route 108,Hoenn,20,True,9,False,,4
5842,Route 108,Tentacruel,73,20,35,,,Uncommon,Fish,sprites/tentacruel.png,M/D/Ni,20-35,Route 108,Route 108,Hoenn,20,True,9,False,,3
5843,Route 108,Wailmer,320,20,35,,,Uncommon,Fish,sprites/wailmer.png,M/D/Ni,20-35,Route 108,Route 108,Hoenn,20,True,9,False,,3
5844,Route 109,Clauncher,692,32,35,,Required,Rare,Fish,sprites/clauncher.png,M/D/Ni,32-35,Route 109,Route 109,Hoenn,32,True,8,False,,1
5845,Route 109,Gyarados,130,32,35,,,Uncommon,Fish,sprites/gyarados.png,M/D/Ni,32-35,Route 109,Route 109,Hoenn,32,True,8,False,,3
5846,Route 109,Krabby,98,32,35,,,Common,Fish,sprites/krabby.png,M/D/Ni,32-35,Route 109,Route 109,Hoenn,32,True,8,False,,4
5847,Route 109,Magikarp,129,32,35,,,Common,Fish,sprites/magikarp.png,M/D/Ni,32-35,Route 109,Route 109,Hoenn,32,True,8,False,,4
5848,Route 109,Shellder,90,32,35,Pearl,,Uncommon,Fish,sprites/shellder.png,M/D/Ni,32-35,Route 109,Route 109,Hoenn,32,True,8,False,,3
5849,Route 109,Tentacool,72,32,35,,,Common,Fish,sprites/tentacool.png,M/D/Ni,32-35,Route 109,Route 109,Hoenn,32,True,8,False,,4
5850,Route 109,Tentacruel,73,32,35,,,Common,Fish,sprites/tentacruel.png,M/D/Ni,32-35,Route 109,Route 109,Hoenn,32,True,8,False,,4
5851,Route 109,Wailmer,320,32,35,,,Uncommon,Fish,sprites/wailmer.png,M/D/Ni,32-35,Route 109,Route 109,Hoenn,32,True,8,False,,3
5852,Route 11,Goldeen,118,25,26,,,Common,Surf/Fish,sprites/goldeen.png,M/D/Ni,25-26,Route 11,Route 11,Kanto,25,True,11,False,,10
5853,Route 11,Gyarados,130,25,26,,,Common,Surf/Fish,sprites/gyarados.png,M/D/Ni,25-26,Route 11,Route 11,Kanto,25,True,11,False,,10
5854,Route 11,Horsea,116,25,26,Dragon Scale,,Common,Surf/Fish,sprites/horsea.png,M/D/Ni,25-26,Route 11,Route 11,Kanto,25,True,11,False,,10
5855,Route 11,Krabby,98,25,26,,,Common,Surf/Fish,sprites/krabby.png,M/D/Ni,25-26,Route 11,Route 11,Kanto,25,True,11,False,,10
5856,Route 11,Magikarp,129,25,26,,,Common,Surf/Fish,sprites/magikarp.png,M/D/Ni,25-26,Route 11,Route 11,Kanto,25,True,11,False,,10
5857,Route 11,Poliwag,60,25,26,King's Rock,,Common,Surf/Fish,sprites/poliwag.png,Ni,25-26,Route 11,Route 11,Kanto,25,True,11,False,,10
5858,Route 11,Psyduck,54,25,26,,,Common,Surf/Fish,sprites/psyduck.png,M/D/Ni,25-26,Route 11,Route 11,Kanto,25,True,11,False,,10
5859,Route 11,Seaking,119,25,26,,,Common,Surf/Fish,sprites/seaking.png,M/D/Ni,25-26,Route 11,Route 11,Kanto,25,True,11,False,,10
5860,Route 11,Shellder,90,25,26,,,Uncommon,Surf/Fish,sprites/shellder.png,Ni,25-26,Route 11,Route 11,Kanto,25,True,11,False,,1
5861,Route 11,Slowpoke,79,25,26,Lagging Tail,,Common,Surf/Fish,sprites/slowpoke.png,M,25-26,Route 11,Route 11,Kanto,25,True,11,False,,10
5862,Route 11,Tentacool,72,25,26,,,Common,Surf/Fish,sprites/tentacool.png,M/D/Ni,25-26,Route 11,Route 11,Kanto,25,True,11,False,,10
5863,Route 110,Magikarp,129,12,15,,,Common,Surf/Fish,sprites/magikarp.png,M/D/Ni,12-15,Route 110,Route 110,Hoenn,12,True,5,False,,3
5864,Route 110,Pelipper,279,12,15,,,Uncommon,Surf/Fish,sprites/pelipper.png,M/D/Ni,12-15,Route 110,Route 110,Hoenn,12,True,5,False,,2
5865,Route 110,Tentacool,72,12,15,,,Common,Surf/Fish,sprites/tentacool.png,M/D/Ni,12-15,Route 110,Route 110,Hoenn,12,True,5,False,,3
5866,Route 110,Wailmer,320,12,15,,,Uncommon,Surf/Fish,sprites/wailmer.png,M/D/Ni,12-15,Route 110,Route 110,Hoenn,12,True,5,False,,2
5867,Route 110,Wingull,278,12,15,,,Common,Surf/Fish,sprites/wingull.png,M/D/Ni,12-15,Route 110,Route 110,Hoenn,12,True,5,False,,3
5868,Route 111 South,Azumarill,184,19,23,,,Uncommon,Surf/Fish,sprites/azumarill.png,M/D/Ni,19-23,Route 111,,,19,True,8,False,,4
5869,Route 111 South,Barboach,339,19,23,,,Rare,Surf/Fish,sprites/barboach.png,M/D/Ni,19-23,Route 111,,,19,True,8,False,,1
5870,Route 111 South,Goldeen,118,19,23,,,Common,Surf/Fish,sprites/goldeen.png,M/D/Ni,19-23,Route 111,,,19,True,8,False,,3
5871,Route 111 South,Krabby,98,19,23,,,Common,Surf/Fish,sprites/krabby.png,M/D/Ni,19-23,Route 111,,,19,True,8,False,,3
5872,Route 111 South,Magikarp,129,19,23,,,Common,Surf/Fish,sprites/magikarp.png,M/D/Ni,19-23,Route 111,,,19,True,8,False,,3
5873,Route 111 South,Marill,183,19,23,,,Uncommon,Surf/Fish,sprites/marill.png,M/D/Ni,19-23,Route 111,,,19,True,8,False,,4
5874,Route 111 South,Masquerain,284,19,23,,,Uncommon,Surf/Fish,sprites/masquerain.png,M/D/Ni,19-23,Route 111,,,19,True,8,False,,4
5875,Route 111 South,Surskit,283,19,23,,,Uncommon,Surf/Fish,sprites/surskit.png,M/D/Ni,19-23,Route 111,,,19,True,8,False,,4
5876,Route 114,Azumarill,184,20,24,,,Uncommon,Surf/Fish,sprites/azumarill.png,M/D/Ni,20-24,Route 114,Route 114,Hoenn,20,True,8,False,,3
5877,Route 114,Barboach,339,20,24,,,Uncommon,Surf/Fish,sprites/barboach.png,M/D/Ni,20-24,Route 114,Route 114,Hoenn,20,True,8,False,,3
5878,Route 114,Goldeen,118,20,24,,,Common,Surf/Fish,sprites/goldeen.png,M,20-24,Route 114,Route 114,Hoenn,20,True,8,False,,5
5879,Route 114,Krabby,98,20,24,,,Common,Surf/Fish,sprites/krabby.png,M/D/Ni,20-24,Route 114,Route 114,Hoenn,20,True,8,False,,5
5880,Route 114,Magikarp,129,20,24,,,Common,Surf/Fish,sprites/magikarp.png,M/D/Ni,20-24,Route 114,Route 114,Hoenn,20,True,8,False,,5
5881,Route 114,Marill,183,20,24,,,Uncommon,Surf/Fish,sprites/marill.png,M,20-24,Route 114,Route 114,Hoenn,20,True,8,False,,3
5882,Route 114,Masquerain,284,20,24,Silver Powder,,Common,Surf/Fish,sprites/masquerain.png,M/D/Ni,20-24,Route 114,Route 114,Hoenn,20,True,8,False,,5
5883,Route 114,Surskit,283,20,24,Silver Powder,,Common,Surf/Fish,sprites/surskit.png,M/D/Ni,20-24,Route 114,Route 114,Hoenn,20,True,8,False,,5
5884,Route 115,Magikarp,129,22,26,,,Common,Fish,sprites/magikarp.png,M/D/Ni,22-26,Route 115,Route 115,Hoenn,22,True,1,False,,1
5885,Route 115,Pelipper,279,26,26,,,Uncommon,Surf/Fish,sprites/pelipper.png,M/D/Ni,26-26,Route 115,Route 115,Hoenn,26,True,1,False,,2
5886,Route 115,Tentacool,72,20,26,,,Common,Surf/Fish,sprites/tentacool.png,M/D/Ni,20-26,Route 115,Route 115,Hoenn,26,False,3,False,,2
5887,Route 115,Wailmer,320,22,26,,,Uncommon,Surf/Fish,sprites/wailmer.png,M/D/Ni,22-26,Route 115,Route 115,Hoenn,26,False,3,False,,2
5888,Route 115,Wingull,278,20,26,,,Common,Surf/Fish,sprites/wingull.png,M/D/Ni,20-26,Route 115,Route 115,Hoenn,26,False,3,False,,2
5889,Route 117,Azumarill,184,20,30,,,Uncommon,Surf/Fish,sprites/azumarill.png,M/D/Ni,20-30,Route 117,Route 117,Hoenn,20,True,5,False,,4
5890,Route 117,Corphish,341,30,35,,Required,Rare,Fish,sprites/corphish.png,M/D/Ni,30-35,Route 117,Route 117,Hoenn,35,False,2,False,,2
5891,Route 117,Crawdaunt,342,35,40,,,Rare,Fish,sprites/crawdaunt.png,M/D/Ni,35-40,Route 117,Route 117,Hoenn,35,True,1,False,,2
5892,Route 117,Goldeen,118,20,30,,,Common,Surf/Fish,sprites/goldeen.png,M/D/Ni,20-30,Route 117,Route 117,Hoenn,20,True,5,False,,1
5893,Route 117,Magikarp,129,10,15,,,Common,Fish,sprites/magikarp.png,M/D/Ni,10-15,Route 117,Route 117,Hoenn,35,False,2,False,,1
5894,Route 117,Marill,183,20,30,,,Uncommon,Surf/Fish,sprites/marill.png,M/D/Ni,20-30,Route 117,Route 117,Hoenn,20,True,5,False,,4
5895,Route 117,Masquerain,284,20,30,,,Uncommon,Surf/Fish,sprites/masquerain.png,M/D/Ni,20-30,Route 117,Route 117,Hoenn,20,True,5,False,,4
5896,Route 117,Surskit,283,20,30,,,Uncommon,Surf/Fish,sprites/surskit.png,M/D/Ni,20-30,Route 117,Route 117,Hoenn,20,True,5,False,,4
5897,Route 118,Carvanha,318,25,29,,,Uncommon,Surf/Fish,sprites/carvanha.png,M/D/Ni,25-29,Route 118,Route 118,Hoenn,25,True,6,False,,2
5898,Route 118,Magikarp,129,25,29,,,Common,Surf/Fish,sprites/magikarp.png,M/D/Ni,25-29,Route 118,Route 118,Hoenn,25,True,6,False,,3
5899,Route 118,Pelipper,279,25,29,,,Uncommon,Surf/Fish,sprites/pelipper.png,M/D/Ni,25-29,Route 118,Route 118,Hoenn,25,True,6,False,,2
5900,Route 118,Sharpedo,319,25,29,,,Rare,Surf/Fish,sprites/sharpedo.png,M/D/Ni,25-29,Route 118,Route 118,Hoenn,25,True,6,False,,1
5901,Route 118,Tentacool,72,25,29,,,Common,Surf/Fish,sprites/tentacool.png,M/D/Ni,25-29,Route 118,Route 118,Hoenn,25,True,6,False,,3
5902,Route 118,Wingull,278,25,29,,,Common,Surf/Fish,sprites/wingull.png,M/D/Ni,25-29,Route 118,Route 118,Hoenn,25,True,6,False,,3
5903,Route 119A,Carvanha,318,32,38,Deep Sea Tooth,,Uncommon,Surf/Fish,sprites/carvanha.png,M/D/Ni,32-38,Route 119,,,39,False,6,False,,2
5904,Route 119A,Frillish,592,39,40,,,Rare,Surf/Fish,sprites/frillish.png,M/D/Ni,39-40,Route 119,,,39,True,1,True,39-40,1
5905,Route 119A,Pelipper,279,32,38,,,Common,Surf/Fish,sprites/pelipper.png,M/D/Ni,32-38,Route 119,,,39,False,6,False,,4
5906,Route 119A,Poliwag,60,32,38,King's Rock,,Common,Surf/Fish,sprites/poliwag.png,M/D/Ni,32-38,Route 119,,,39,False,6,False,,4
5907,Route 119A,Sharpedo,319,32,38,Deep Sea Tooth,,Uncommon,Surf/Fish,sprites/sharpedo.png,M/D/Ni,32-38,Route 119,,,39,False,6,False,,2
5908,Route 119A,Tentacool,72,32,38,Poison Barb,,Common,Surf/Fish,sprites/tentacool.png,M/D/Ni,32-38,Route 119,,,39,False,6,False,,4
5909,Route 119A,Wingull,278,32,38,,,Common,Surf/Fish,sprites/wingull.png,M/D/Ni,32-38,Route 119,,,39,False,6,False,,4
5910,Route 119B,Carvanha,318,32,38,Deep Sea Tooth,,Uncommon,Surf/Fish,sprites/carvanha.png,M/D,32-38,Route 119,,,32,True,7,False,,2
5911,Route 119B,Feebas,349,32,38,Prism Scale,Required,Rare,Surf/Fish,sprites/feebas.png,M/D/Ni,32-38,Route 119,,,32,True,7,False,,1
5912,Route 119B,Krabby,98,32,38,,,Common,Surf/Fish,sprites/krabby.png,M/D/Ni,32-38,Route 119,,,32,True,7,False,,4
5913,Route 119B,Magikarp,129,32,38,,,Common,Surf/Fish,sprites/magikarp.png,M/D/Ni,32-38,Route 119,,,32,True,7,False,,4
5914,Route 119B,Pelipper,279,32,38,,,Common,Surf/Fish,sprites/pelipper.png,M/D/Ni,32-38,Route 119,,,32,True,7,False,,4
5915,Route 119B,Sharpedo,319,32,38,Deep Sea Tooth,,Uncommon,Surf/Fish,sprites/sharpedo.png,Ni,32-38,Route 119,,,32,True,7,False,,2
5916,Route 119B,Wingull,278,32,38,,,Common,Surf/Fish,sprites/wingull.png,M/D/Ni,32-38,Route 119,,,32,True,7,False,,4
5917,Route 12,Goldeen,118,32,34,,,Common,Surf/Fish,sprites/goldeen.png,M/D,32-34,Route 12,Route 12,Kanto,32,True,12,False,,11
5918,Route 12,Horsea,116,32,34,Dragon Scale,,Common,Surf/Fish,sprites/horsea.png,M/D/Ni,32-34,Route 12,Route 12,Kanto,32,True,12,False,,11
5919,Route 12,Krabby,98,32,34,,,Common,Surf/Fish,sprites/krabby.png,M/D/Ni,32-34,Route 12,Route 12,Kanto,32,True,12,False,,11
5920,Route 12,Magikarp,129,32,34,,,Common,Surf/Fish,sprites/magikarp.png,M/D/Ni,32-34,Route 12,Route 12,Kanto,32,True,12,False,,11
5921,Route 12,Poliwag,60,32,34,King's Rock,,Common,Surf/Fish,sprites/poliwag.png,Ni,32-34,Route 12,Route 12,Kanto,32,True,12,False,,11
5922,Route 12,Quagsire,195,32,34,,,Common,Surf/Fish,sprites/quagsire.png,M/D/Ni,32-34,Route 12,Route 12,Kanto,32,True,12,False,,11
5923,Route 12,Qwilfish,211,32,34,,,Uncommon,Surf/Fish,sprites/qwilfish.png,M/D/Ni,32-34,Route 12,Route 12,Kanto,32,True,12,False,,1
5924,Route 12,Seadra,117,32,34,Dragon Scale,,Common,Surf/Fish,sprites/seadra.png,M/D/Ni,32-34,Route 12,Route 12,Kanto,32,True,12,False,,11
5925,Route 12,Slowbro,80,32,34,King's Rock,,Common,Surf/Fish,sprites/slowbro.png,M/D/Ni,32-34,Route 12,Route 12,Kanto,32,True,12,False,,11
5926,Route 12,Slowpoke,79,32,34,,,Common,Surf/Fish,sprites/slowpoke.png,M/D/Ni,32-34,Route 12,Route 12,Kanto,32,True,12,False,,11
5927,Route 12,Tentacool,72,32,34,,,Common,Surf/Fish,sprites/tentacool.png,M/D/Ni,32-34,Route 12,Route 12,Kanto,32,True,12,False,,11
5928,Route 12,Tentacruel,73,32,34,Poison Barb,,Common,Surf/Fish,sprites/tentacruel.png,M/D/Ni,32-34,Route 12,Route 12,Kanto,32,True,12,False,,11
5929,Route 120,Crobat,169,35,40,,,Uncommon,Surf/Fish,sprites/crobat.png,D,35-40,Route 120,Route 120,Hoenn,35,True,9,False,,4
5930,Route 120,Golbat,42,35,40,,,Common,Surf/Fish,sprites/golbat.png,D,35-40,Route 120,Route 120,Hoenn,35,True,9,False,,4
5931,Route 120,Koffing,109,35,40,,,Common,Surf/Fish,sprites/koffing.png,Ni,35-40,Route 120,Route 120,Hoenn,35,True,9,False,,4
5932,Route 120,Mantine,226,35,40,,,Uncommon,Surf/Fish,sprites/mantine.png,M,35-40,Route 120,Route 120,Hoenn,35,True,9,False,,4
5933,Route 120,Pelipper,279,35,40,,,Uncommon,Surf/Fish,sprites/pelipper.png,Ni,35-40,Route 120,Route 120,Hoenn,35,True,9,False,,4
5934,Route 120,Politoed,186,35,40,,,Rare,Surf/Fish,sprites/politoed.png,M,35-40,Route 120,Route 120,Hoenn,35,True,9,False,,1
5935,Route 120,Poliwrath,62,35,40,,,Uncommon,Surf/Fish,sprites/poliwrath.png,Ni,35-40,Route 120,Route 120,Hoenn,35,True,9,False,,4
5936,Route 120,Seel,86,35,40,,,Common,Surf/Fish,sprites/seel.png,M,35-40,Route 120,Route 120,Hoenn,35,True,9,False,,4
5937,Route 120,Zubat,41,35,40,,,Common,Surf/Fish,sprites/zubat.png,D,35-40,Route 120,Route 120,Hoenn,35,True,9,False,,4
5938,Route 121,Magikarp,129,36,39,,,Common,Surf/Fish,sprites/magikarp.png,M/D/Ni,36-39,Route 121,Route 121,Hoenn,36,True,5,False,,4
5939,Route 121,Pelipper,279,36,39,,,Common,Surf/Fish,sprites/pelipper.png,M/D/Ni,36-39,Route 121,Route 121,Hoenn,36,True,5,False,,4
5940,Route 121,Tentacool,72,36,39,Poison Barb,,Common,Surf/Fish,sprites/tentacool.png,M/D/Ni,36-39,Route 121,Route 121,Hoenn,36,True,5,False,,4
5941,Route 121,Wailmer,320,36,39,,,Uncommon,Surf/Fish,sprites/wailmer.png,M/D/Ni,36-39,Route 121,Route 121,Hoenn,36,True,5,False,,1
5942,Route 121,Wingull,278,36,39,,,Common,Surf/Fish,sprites/wingull.png,M/D/Ni,36-39,Route 121,Route 121,Hoenn,36,True,5,False,,4
